id,Цена
42,3647663.788361376
654,2269494.126013849
1260,4708254.7341244165
1572,1475999.929606248
540,2993198.809522187
118,819936.1417692783
1478,2010817.785953696
54,4840993.627549086
183,1641319.2250447262
746,2111703.881461653
208,950075.7853077946
530,2312952.0310156993
853,3391415.3420586716
367,2645701.5825636615
612,2932166.3410136644
192,3125774.5711749503
376,4960841.702560632
910,2418531.929232624
809,1504871.0484589338
596,3382602.3491518693
338,1772288.4652660633
1069,3034098.7452225923
1080,3610071.371435317
374,2467415.368857093
1182,629836.8771515302
1487,2322970.9580119736
1454,5307777.700907005
31,1239289.714431918
287,3087175.7098213146
1047,2531539.5462975157
87,2236460.0187123506
1057,2580102.1963647446
1466,1745158.5344887753
1157,1864220.2093834183
1094,2209822.366022014
1215,2751073.8017550237
575,4832094.037474486
812,2378524.372394821
1417,2448978.34345473
404,3204913.323861533
868,1117542.8275407304
1593,3736286.8109771525
156,1477814.0629573893
614,2959502.683159802
1583,3909575.509720549
648,2149391.6323182895
792,812882.6273302094
1374,2480452.148985217
1537,2187706.8119729557
1250,1790658.1694463943
813,2385886.4285609983
635,908625.2369775544
359,4033278.1890381975
1559,2139094.853807361
878,1229995.9333144363
1400,3180631.003213171
1270,3655064.263299627
294,765544.0195653099
1470,2303401.41849998
918,2348249.4804183627
518,2437547.504827378
1351,5024578.700983918
392,1794035.5555768306
166,654916.5667693978
531,3414795.4201047947
1218,1507682.8561480637
969,2712583.108077067
1101,1764463.0349714374
331,2378367.120424316
707,3965428.8856630498
58,4287987.534149988
776,1961759.981844743
1610,1426084.7110248904
1497,2629476.8589142896
753,2863439.8109877957
1405,2063856.9823213953
1371,1563152.6074637976
178,825081.736166822
1352,2038525.635135434
947,1573339.9907952717
199,2195001.7067630924
996,3101930.036299656
81,2959361.7675217283
1348,3860033.9754525637
524,2618039.822406664
218,3733287.6225555204
142,2439913.9044010146
636,915987.2931437318
440,2449837.970181883
319,2535067.7735178303
1147,958346.8137939577
1455,2366620.7341914917
904,3112410.38329568
917,3449764.330242728
1468,1366709.7566201787
215,3815485.6682272283
1333,4049742.011381495
1517,4113981.267459677
249,2917247.5951666757
377,4558287.1589840455
1281,2856130.010545159
165,584071.8308730354
803,2369876.001164523
373,2464580.5465754094
937,2942408.5145857832
147,4368112.305013869
486,2229095.2474432746
756,3861300.6501903813
131,2301477.749223471
206,1057713.8839976103
595,2581764.1127950316
1109,1986433.7813810995
560,3317937.1550399447
1049,4404909.172622451
1095,3530435.6484790323
1276,1917151.6428649104
207,821826.6703628395
461,2773426.6215718803
250,3827098.076165188
1107,2007073.13221051
30,4464947.562032696
439,3471788.546846959
1092,3082726.873027987
75,4290760.094395397
299,2684079.162246548
1435,4236771.390352471
859,3998716.8119081543
1151,1005047.9750858122
414,1663427.24168434
1409,876433.6321791017
443,2644989.521980993
1611,2751002.996214809
863,3196376.39094016
484,2336688.4056040444
431,1552577.9312689605
558,2249889.9182041874
820,1676712.8248594096
905,2418728.336605819
671,2101364.378657152
117,2597275.5888760043
674,3279407.938902357
61,3277820.0975319594
1207,2580976.9129048814
241,2278543.6676426213
764,3375357.2213441655
990,2219471.2427837467
401,1460788.4150226784
1375,1333458.410760504
1174,1954958.2751502167
94,1523806.528020991
941,2374577.1385082146
1460,2600312.045141571
899,2295702.0938825
1331,2904190.3281496386
1224,772557.028688258
587,4159225.162034169
1570,2485186.005642143
1429,4219907.889419059
553,2573025.4756839294
570,4441100.028954443
761,2931687.7807714785
1130,3751265.4862820483
1369,1638546.1137637533
900,3207990.49414793
1481,2112628.275586958
263,2171457.0916241114
1275,3346828.1081006126
1604,3301573.980114446
1384,3251895.698815826
1017,2428761.1909868824
626,2173957.28490156
1595,3912268.5697398353
494,2093312.714229786
1530,1969515.3157135122
1523,3650741.063209567
1535,2891081.9311007243
790,1977261.3987950701
70,4045177.108650366
582,3831006.021102894
1486,3093923.383985349
1199,4820187.084237857
391,4389421.489749638
802,1746375.2906957797
1292,3039627.773262111
1152,2586718.457516257
1473,3304769.858032314
171,2124668.4747981415
323,3027192.492125217
982,1903458.8738001708
281,3064228.7583653973
1434,2198500.3055376983
1542,2687650.899313855
1379,3220148.9547325084
463,3235382.9198308326
91,798605.5023436893
1113,5028019.114591233
1299,1689278.6689591347
563,5600196.156054501
68,5142088.3747657705
257,3410996.8415344553
1512,2067673.997609953
631,2297973.861928689
1225,2485978.885387847
841,983137.8997432496
821,1605868.0889630467
1349,3440360.2259899913
180,769575.2118027529
1416,4910939.61121211
239,1683097.8288376778
960,2663074.7450465267
1148,887502.0778975955
988,1083013.611898533
806,1548995.4014403692
1310,2991494.816901146
1546,4639606.236887057
1383,3905544.896666351
1236,2474801.1449204925
460,2559221.2115736706
1116,3817763.0463387924
1106,1816787.5960777325
645,2101394.486786876
237,1782056.5017377115
1495,5444226.404831932
371,4349893.431209343
1268,3700034.8968488136
1187,2844555.4560498213
114,2330381.2398533304
975,3391438.6445389246
1577,2163478.687064694
549,3160423.998797618
1558,2817648.9204835263
1196,3420675.76341887
45,5178366.912258671
894,1635162.3246579212
1580,833247.861343771
611,2315332.1019962374
322,2395991.3012268585
1006,3076128.393758795
1445,2732440.4671260784
1075,3628935.7239056504
98,933002.6692490962
1526,2390007.219093236
502,3104490.5066381134
709,5846767.390444785
767,3116275.716983416
1184,995978.2497432665
1413,2246986.631518307
1211,2486548.272147826
725,848960.4446989396
137,3037073.944253788
1612,2105980.4644288374
2,1972905.730304659
317,3644733.058561048
1144,1030211.2971949647
270,2928659.0310077397
74,4361604.830291759
448,2334166.020690188
1533,3234585.228439025
751,2159631.059720929
115,1729430.711038643
653,2280147.44902853
779,2291475.151713215
650,1901711.760958516
1569,4241019.443608688
106,2648200.554851698
403,3540086.3180643073
1240,2019202.5618312922
705,1002615.542968828
152,3093307.1793714697
397,848442.5424588264
1594,3307241.1484329915
633,688160.7740405425
1406,3014579.2019003164
150,947154.5803213674
934,2545212.511423902
195,1987941.8528033826
462,2984274.1763562555
980,2309993.781303814
311,4587864.402682483
1510,1539042.129742394
264,2245469.613042882
1068,2990005.2929981593
959,2940792.4089628817
341,2176205.571558664
1607,2323818.109417308
634,892755.7279330578
1425,1736990.0983639637
1280,3134817.3109039557
881,1787231.5379707883
799,7652061.225666422
16,4331140.740831575
670,1973571.4688937622
967,2410426.625165535
1303,2691485.151530611
369,2741629.515037156
1173,2863600.5229647267
1568,2168977.8899285337
355,1477279.418633802
177,3680090.96866419
292,2828216.3663906176
798,1744800.3816835303
1365,1584288.80758774
380,2695831.8510543606
112,1691135.0779210157
777,2557646.926782645
906,2239735.002911526
867,2477260.882001398
992,722593.1453335702
314,4031190.66907244
728,3990939.4043480386
71,3930402.5076105525
240,3364680.7819883646
1592,2672893.017791684
702,1130878.9190795945
583,2937496.535653083
49,3539858.106710618
699,1771788.3301060172
1079,2993389.69296075
914,5398061.675642086
1124,3951173.17097741
710,2190709.926165708
601,2336157.5493233353
1318,3616837.757203072
1023,2620147.3782623396
1070,3409915.433556117
1446,3349520.4448120776
660,3126757.4280788917
426,2109768.022733707
1025,2751204.9419414373
1264,2439306.803388898
1298,4572941.101331911
1097,2441183.2619499722
572,2914548.094225022
148,4272885.963642493
1506,3812356.3392600883
516,2482852.658603792
56,4047791.599627631
37,2730331.3727164725
886,2138303.746784934
561,3394547.0481817354
1456,2960106.863960095
940,1612490.8982054435
1516,5222844.553918023
999,2510145.0852717166
1020,3611034.6853225185
290,2395167.8447701912
1450,4372967.779397063
65,4652840.090211205
1529,2141739.928424148
1311,4055814.041359694
903,3112410.38329568
1600,5134058.349298257
574,2586749.9886676827
1449,4700388.818237741
1086,3343825.3688041926
141,3812686.216088551
625,2440807.03384541
221,1532003.2725900745
1232,4400150.053940669
694,2406123.78921115
1258,2420116.021132882
121,2369074.6158414413
535,2356806.795507147
1441,2778804.3042920926
922,3542373.848895559
748,2347609.989302329
545,2410254.2099726074
1009,970939.6268260865
1403,2096137.9778627409
546,2117213.129692301
1119,2423530.1636171625
1087,3269608.711788144
280,3984496.7692149007
994,714141.7042276165
445,1616916.9633929934
1140,3691632.2340105204
915,4374951.349984665
1244,4024121.764846081
931,2200872.4075592686
387,3436291.94232721
1160,1650254.1676298904
230,2592407.740613383
1208,2382234.844341365
1560,1532119.2182903679
186,1452976.2798876725
1518,2550841.0368653834
1058,2450949.5877919495
1346,2517710.6005841657
1447,2389779.9052791004
398,1605853.430568178
50,2613415.361310235
713,2238562.3341664607
189,2933732.464337233
864,1827298.6039210537
874,2226109.575817682
987,3864056.080895834
400,1513890.8286925692
370,4364909.72730354
1229,3401189.1649319716
105,2656238.4225806603
1359,2637732.1499235984
452,2588127.5429859706
1100,1845926.4103704628
330,4137292.92452308
419,1639045.6362093256
832,2019808.1215189192
343,2481115.222382699
64,4720225.9865624085
467,4511609.514167385
170,496675.49354934786
662,3987934.06763808
528,2063131.6801920254
60,4023415.4829561748
1370,1689840.3125325304
466,2211803.6853161477
411,3248977.6108104326
116,2209516.1725246543
229,2287284.2106940188
958,2810262.735839354
1301,6889667.046864253
1203,3818097.0765804364
1278,3093589.9028010587
621,3127813.013423844
1259,2466022.865361435
1038,2176907.113880326
1378,2605781.7385832444
27,2935537.625185137
1172,2941401.5448329085
673,1651929.8220514646
597,3147513.1549136266
1613,2563181.53749426
1368,1638546.1137637533
1426,2199997.783958123
640,2305019.834452306
955,2256785.3056578394
1163,3035180.674642967
39,1442417.4567798243
1511,3121592.6474724365
796,4285243.14591324
972,2241089.272074927
712,3543874.7726266934
167,852731.305678328
103,1909800.5143349068
1241,2150481.6787245427
184,791003.8044286328
986,3023953.8148133755
854,650444.0471807821
686,1679726.1768331253
629,2458804.7132084905
884,2781934.225565532
90,2461417.250895288
187,1469072.8659460985
1585,4378165.1749031395
924,2579023.705120155
860,3314462.47238122
1433,2686126.8798314515
1202,3557051.9325127704
1490,2890057.265545131
1507,2191508.106723681
1005,3052819.5326726236
1217,2488625.781823051
1324,2139790.3700830103
25,3295307.4718047087
913,3138192.718608886
1451,4296254.252343597
435,2160726.9684853903
455,2878682.5123662488
1343,2383647.1465403307
344,1538774.4504103889
1305,2668288.934575637
769,468196.63965964084
1394,2564150.1592991343
73,2659698.4727710653
933,1740348.578207945
939,2693528.651892055
724,868510.981826525
246,2526856.4150439124
720,733248.5032522872
604,4082984.068712785
909,1483203.3217787885
1342,2256778.763441278
1415,1866928.5850927741
44,2772221.575603546
1118,2211861.442922119
1230,2171964.8265870097
835,2032409.5972149405
1541,1929420.4740267817
810,2532079.737662972
603,3054960.863221096
584,2937496.535653083
476,1750578.1754249993
1436,4236771.390352471
989,820817.3836495958
1137,3350230.1964437347
305,2401586.9066426614
128,4178943.5888868645
1476,2215391.4798889915
1170,1069963.510885425
759,567834.9181234916
974,3350297.8048341675
1412,1492355.965453548
866,3045334.3032573885
1345,2230075.0851260195
845,913105.8270896256
1597,3031769.7293392606
96,2551325.575775691
1521,4323005.802037101
676,1817621.1715579424
226,2701533.2977461675
332,2511510.881061889
188,1707343.196732496
1012,1879254.6937898546
275,2058873.495140749
797,1706430.4561824217
1293,3009099.146222369
1167,2543523.137832554
630,2235089.9448628845
48,2236127.4418510348
1609,2073082.5351387218
193,3054929.8352785883
827,2215270.793938112
101,3547265.5154373636
213,3632635.7404190334
138,1635835.5301606979
395,2331396.049746686
887,2841145.9142759307
965,1472440.80507068
949,4328116.912926608
1214,2111853.230932866
1001,2714836.2176184906
819,1491119.6688508277
396,561924.664387038
291,953835.0137980494
703,1482868.4390354478
0,2065765.8577437906
282,445360.7191903745
13,2948007.2031401903
1200,4433452.908486336
833,2019808.1215189192
327,2942550.4474631473
627,3556555.423705464
517,2567061.8288944704
1527,1487978.2372506843
1159,2223211.106932716
318,2154839.318611994
1616,1927794.1265577483
1082,3882224.8969613225
643,2533408.428993251
1041,3268714.363060801
1188,1346826.0980550398
649,2599530.6229062537
1060,2340754.038460125
67,5011876.730073644
754,2040322.9752859566
1077,2716975.9214774417
1253,2272838.8732773494
