id,Цена
312,2976965.9141641688
1393,2693828.2610885366
1222,2765645.830114853
758,875316.9476296993
1361,1118081.6113362014
1295,2526403.30739524
659,1410594.409470788
236,1833369.2983014646
569,1835076.401806094
1204,2860344.134535188
1309,4133493.0100747626
1126,2589828.3726234823
743,3477861.301176657
1360,1373043.9664105307
566,4324592.998069599
688,3396237.7967347554
4,2414957.297305126
1407,1909221.2242179988
506,5814370.317556007
1347,3749011.1876537176
1308,4696318.989069613
1474,2110308.9378190353
605,3788389.0938118184
571,3764916.289616524
1029,2790634.5028803516
1169,2301836.927370894
1131,3196855.467311429
938,2273479.4629059224
555,3110300.894953508
1313,3427376.0783200567
157,936265.9297214203
1249,3001917.0256842384
529,2698167.199304856
139,3797408.608013643
1395,2693828.2610885366
1396,3465138.4923632075
1050,3124946.5881590787
325,2694785.4734902917
995,850386.9178690375
348,2827901.592547135
738,5465434.632432332
1284,3610822.1194125875
1040,3333793.1937069413
644,1850003.8299652936
1496,5855170.091422968
201,2392655.4540771656
784,1585527.0630781304
346,1498897.9638564321
1480,2201119.5213116193
920,2632312.338947905
428,1269309.9723399556
334,3287284.813029302
503,3688260.5704323305
1117,2156849.8512040284
698,1427477.7961140638
1320,4929926.69513062
34,2398619.354906937
1219,4563875.975914512
108,1985132.711177197
438,1494827.4100060747
247,3294991.316425247
651,2210321.9810304753
1141,3725684.575184702
576,4946816.89315573
471,1838143.1021367183
592,3952890.4027729807
162,904204.4949886189
72,5047606.563142843
293,916733.9110514903
855,3092629.868064854
898,6198588.498611379
718,3808247.5555297257
277,3320027.5322081866
876,3035180.941322763
478,3017529.2969839075
1589,2104620.5112877535
1267,1815691.9169043067
378,2106339.7774080303
1404,1282889.3770592834
53,2513753.553790338
84,3002129.6616272153
714,1857044.9485957539
669,1722767.088921913
525,2788843.5378093864
444,2553435.9268070986
43,2813949.3269883855
857,1204325.052168915
550,3224298.668379203
843,3353264.6646434516
869,1726876.301510443
1271,2779366.9042644454
211,2384262.8853163947
1475,3492553.1792714437
1381,2303580.142402438
276,4126237.4709960623
552,2994727.585058135
41,5159025.426737607
487,3091203.039187278
785,2473346.9027575944
153,909419.5871529193
1430,3627629.4758478873
1238,2103079.987190675
418,1844915.309394007
42,3688732.287933921
654,2177841.5072606904
1260,4797941.07676425
1572,1524424.3982898
540,2878107.5600442775
118,791656.184472994
1478,2228910.3371707927
54,5312451.900747521
183,1607474.4639990611
746,1938081.0811518107
208,1067735.5754840435
530,2432034.631932884
853,2969652.1926066536
367,2322270.6293550646
612,2861716.1780580515
192,3208313.710675264
376,5318719.281198077
910,2064750.6784502068
809,1842510.0569057616
596,3354064.189358797
338,1771496.4309896005
1069,2848949.347109052
1080,3371083.69657919
374,2409730.0257628076
1182,755244.4031792929
1487,2203097.0448826905
1454,5923112.671540558
31,1296123.4556628938
287,3119559.486547317
1047,2778639.601816441
87,2246204.0312048993
1057,2851155.4318310097
1466,1900097.5813673981
1157,1988891.649872913
1094,2093800.202005205
1215,2584303.8567488748
575,4946816.89315573
812,2480113.8591607567
1417,2415906.7717548013
404,3128194.7626381195
868,1002013.3205944133
1593,3746950.831402039
156,1463696.6388475136
614,2816435.096457665
1583,3697587.6051519555
648,1884998.9423691768
792,886937.3173267411
1374,2340675.3557067327
1537,2529227.7676869743
1250,1765855.0425592477
813,2480113.8591607567
635,1004019.5560269669
359,3364919.458310904
1559,2027234.5303158066
878,1217211.7241800954
1400,3051556.0992572466
1270,3692344.5998966754
294,897083.4186707753
1470,2305031.1671746336
918,2328353.6625566743
518,2463652.811131334
1351,5216957.295193909
392,1934728.510635152
166,805981.468268156
531,3294939.6075923913
1218,1728328.3249097157
969,2955219.232551239
1101,1638840.8053003694
331,2210594.995424128
707,3437151.406142655
58,4479654.950382717
776,2170277.039951943
1610,1341819.4647509537
1497,2604700.2214992493
753,2965175.878213003
1405,2309414.7651203712
1371,1519878.1784897456
178,914544.8939032416
1352,2019224.9721223838
947,1610651.1737159847
199,2309095.3552387306
996,2924373.3051803717
81,2809955.5062756096
1348,3842327.915232534
524,2751039.5801154207
218,3986298.625155339
142,2563396.450226815
636,1004019.5560269669
440,2298890.437168057
319,2734314.2895052563
1147,1000099.3611334229
1455,2335771.082276609
904,2961580.8995087794
917,3358927.826935617
1468,1414797.3095062182
215,3935235.3263436756
1333,3535565.3622197253
1517,3889738.0402297163
249,2950906.869755194
377,4944495.477577712
1281,2926229.677981363
165,799496.6757766538
803,2391424.0698870462
373,2409730.0257628076
937,3013550.7609176105
147,4450902.37375755
486,2398325.5698668337
756,3817820.2110357103
131,2128487.7190605914
206,973449.2844535088
595,2438587.2941891183
1109,1871268.7926647065
560,3633120.020888354
1049,4283903.068062382
1095,3440942.7113259425
1276,1896570.5624977585
207,897125.3113159452
461,2688584.3222734286
250,3957432.71188845
1107,1765809.099218141
30,4586669.75738701
439,3486858.478004277
1092,3055213.0274595357
75,4596875.402166672
299,2748551.217174933
1435,3612270.0637967177
859,3964143.568428477
1151,1005326.0109937589
414,1579982.9558199656
1409,959514.058281312
443,2581606.391810803
1611,2819796.167757531
863,3261250.5166226216
484,2299737.431463881
431,1531936.0076664796
558,2406290.841541209
820,1784986.5868816692
905,2410199.2047695373
671,2163827.418711639
117,2561275.006707767
674,2974134.1961395857
61,3058369.8889108505
1207,2541850.854394861
241,2342212.830715342
764,3290105.241945958
990,2279734.1669684057
401,1498341.9265990267
1375,916916.3282531461
1174,1892434.963383206
94,1667188.355449795
941,2452365.2114007664
1460,2890135.777274151
899,2442289.0610543275
1331,2580861.2451346023
1224,873257.3823472718
587,3658860.562803499
1570,2310610.893051411
1429,3568341.462535316
553,2411020.937887015
570,4588410.468161008
761,2918494.391635294
1130,3992854.010459354
1369,1590771.4367479566
900,3241077.090741977
1481,2278502.057521963
263,2233937.8853826146
1275,3149039.2784912013
1604,3625183.5041877474
1384,3095283.5047381506
1017,2639996.9094239543
626,2101136.420908417
1595,3580288.05722998
494,2098752.6763633983
1530,2016123.8520348503
1523,3693678.1380496933
1535,2756320.4625297925
790,1710864.4484419106
70,4256407.792035388
582,3870462.2456334415
1486,3107363.6689447975
1199,4525180.982404158
391,4778180.92698379
802,1735003.3225327695
1292,3012131.7763241893
1152,2731671.848085788
1473,3666220.5450907885
171,2092516.2091260033
323,2856342.8618260766
982,1948071.373581617
281,2889625.0156415724
1434,2308172.9377401546
1542,2931616.0196584286
1379,3690130.011913101
463,3129169.1741527044
91,862365.4515669564
1113,5313365.397183145
1299,1860087.7977213457
563,6201126.337320493
68,5047639.9358527865
257,3979000.834299654
1512,2064209.2248966438
631,2372233.617951809
1225,2470905.117084733
841,1044229.7005614794
821,1789122.8118755044
1349,3313846.6572616356
180,908060.1014117394
1416,5322791.786121862
239,1759493.2364681903
960,2785674.1551841516
1148,1004235.5861272578
988,1136870.9203705399
806,1648250.5302998605
1310,3143738.059655568
1546,4706045.489983933
1383,3495974.645388083
1236,2468206.607931543
460,2808061.655636218
1116,4049819.561534774
1106,1672873.1975093267
645,1836428.3688730968
237,1866676.1030148945
1495,5864724.896392648
371,4416050.108285284
1268,3787472.9874433507
1187,2991770.6798784253
114,2434000.6460223813
975,3479593.4832417495
1577,2190735.114392278
549,3385893.444488979
1558,2842690.0903836996
1196,3386229.846290304
45,5528266.164213159
894,1787069.2169578853
1580,929321.8832110548
611,2339339.0062466436
322,2491753.838955465
1006,3006953.5003210017
1445,2611756.9949061573
1075,3522851.9445087123
98,857947.788802369
1526,2187195.391502045
502,3215064.904304806
709,5011354.6606618725
767,3287179.32633655
1184,981767.0876248073
1413,2242298.139768396
1211,2488060.987747078
725,940275.5411555459
137,3001907.169903798
1612,2112194.6927000005
2,1940540.6993108238
317,3650338.6193253137
1144,998109.8795718157
270,3061708.432477049
74,4619145.718213346
448,2401887.8866334804
1533,3196325.238980555
751,2188518.7325946675
115,1766439.2966364727
653,2207520.1843584925
779,2291554.510511733
650,1767829.0645122186
1569,4373873.661863722
106,2650230.663026334
403,3329275.096712446
1240,2029294.2005115007
705,868965.0540726454
152,2756517.0088048195
397,886401.9479043502
1594,3188487.063601691
633,745909.1292768618
1406,2924421.150171065
150,922569.8480296411
934,2551783.782787915
195,1696597.0597526936
462,2872945.411491998
980,2413608.3160283575
311,4588040.6702768905
1510,1618171.5449217425
264,2302469.7163300393
1068,2853539.670305259
959,2692125.864900505
341,2235936.354218883
1607,2439615.488816851
634,1008155.7810208017
1425,1842457.135072628
1280,2947051.675118026
881,1748448.388159656
799,5854169.915101176
16,4363621.277762111
670,1834802.42374354
967,2496404.4787540487
1303,2562924.659471936
369,2656103.8943931987
1173,2685296.12190744
1568,2337417.8560489356
355,1465929.3051788362
177,3774350.634143393
292,3136219.0243050596
798,1804122.4559312144
1365,1508602.7993919665
380,2607094.5746800634
112,1806596.641202481
777,2442138.564212333
906,2193784.952666137
867,2244955.1229193616
992,788353.6632899215
314,3944816.7253973386
728,3903135.4445946305
71,4056716.5799059323
240,3644564.059593467
1592,2620032.1458182107
702,951001.4419059522
583,3203599.9121837057
49,4104661.4555277387
699,1723371.0662733302
1079,2935532.9577763225
914,5422133.246033484
1124,4110375.843308211
710,2209737.3077208013
601,2286410.1151931514
1318,3533107.991959988
1023,2619286.7879325375
1070,3162280.1664045695
1446,3365200.3207778214
660,2791320.2019823324
426,2185649.5159409745
1025,2766458.334940447
1264,2552241.211928526
1298,4457473.058308918
1097,2469832.161109972
572,3284165.264972879
148,4299516.350539461
1506,3485310.660561467
516,2684265.034109601
56,4347387.455329165
37,2851227.6784933945
886,2439990.6100174794
561,3325236.015981645
1456,2966055.495881397
940,1682976.2337716366
1516,5316983.335763252
999,2307166.9940015567
1020,3812074.779041446
290,2619338.2173897447
1450,4486134.031876572
65,4558959.0180642875
1529,2253338.1507934555
1311,4124102.190851922
903,2961580.8995087794
1600,5311700.2503596
574,2279976.0539644305
1449,4758588.013838829
1086,3242466.8037654078
141,3869017.679358507
625,2414158.4822303774
221,1620099.316173663
1232,4319237.1980495155
694,2425019.5247496753
1258,2537768.057041121
121,2397849.225571485
535,2511661.3081563846
1441,2616482.4466536385
922,3531536.852730956
748,2283005.695813506
545,2468468.2704022992
1009,1042037.8646024258
1403,2204698.8906728835
546,2091663.8745322928
1119,2546316.772457221
1087,3190237.36570417
280,3732776.182250478
994,791194.9356796705
445,1501369.8069259545
1140,3560084.7870813073
915,4464992.003661007
1244,4074202.3039051997
931,2083403.173012038
387,3631513.225354267
1160,1709861.073736872
230,2684432.941498069
1208,2514830.944463109
1560,1692195.3101633564
186,1337585.3990700387
1518,2717635.7972918996
1058,2581709.9067610735
1346,2562410.121818667
1447,2131569.206316857
398,1655570.894301466
50,2607366.469401766
713,1837114.1079219962
189,2844609.9135415526
864,1691645.3757105265
874,2405491.5816686046
987,4048934.6733476114
400,1561742.598776046
370,4359182.602440776
1229,3349690.841855222
105,2771984.013287217
1359,2561642.8534946977
452,2601010.920059017
1100,1606989.2426619057
330,4267498.692159429
419,1535147.1866181064
832,1962893.1692715255
343,2257054.9769737436
64,4943491.691749415
467,4941135.087801648
170,727561.5122356392
662,3434361.669890043
528,2056598.982254774
60,4109645.7398393345
1370,1590771.4367479566
466,2368403.016102546
411,3103687.015854442
116,2383289.3870394435
229,2199690.4124917667
958,2631762.6499581947
1301,6194378.485297855
1203,3716228.0379547444
1278,2733759.5106733064
621,2813841.0081626056
1259,2491630.459768503
1038,2468012.2126375306
1378,2727184.9909283705
27,2768573.032616679
1172,2789348.261810546
673,1365769.9989254337
597,3082880.0507576587
1613,2558634.8603263437
1368,1590771.4367479566
1426,2248848.512952663
640,2415439.2722496535
955,2462118.40139999
1163,2761689.8522171522
39,1236469.323414839
1511,2844105.7683550175
796,4255545.8982640635
972,2270043.4958054116
712,3528013.019111868
167,929409.1015273134
103,1612756.9076235988
1241,2297344.412695538
184,673975.6416115192
986,3084400.031157473
854,849865.7222323752
686,1621358.5391070836
629,2653086.251380659
884,2895493.789785245
90,2595959.4455341347
187,1327446.632813679
1585,4315187.928173949
924,2556703.6377473315
860,3319968.9486920037
1433,2710245.7488063164
1202,3412885.728958162
1490,2841036.197899382
1507,2242619.465416107
1005,3042012.8607762074
1217,2417812.8020123737
1324,2192546.304066227
25,3429096.0643900256
913,3040755.139135628
1451,4529230.409789231
435,1986306.6651844296
455,3045645.313517422
1343,2514924.7946326677
344,1581472.2511304324
1305,2157875.960101817
769,753157.5738500839
1394,2693828.2610885366
73,2582210.6306873714
933,1713499.0300203257
939,2825086.4890873246
724,946760.3336470481
246,2486576.2918073223
720,812242.5598477424
604,3975628.5436190693
909,1385674.9155993268
1342,2456627.94235368
1415,1745445.0143255335
44,2802602.1900468795
1118,2365032.000147313
1230,1568151.646931298
835,1890677.6290677115
1541,1987501.3611096716
810,2505099.160166949
603,3293371.032907759
584,3203599.9121837057
476,1723609.0276117953
1436,3612270.0637967177
989,907090.4468639492
1137,3414519.265167806
305,2502438.807769415
128,3988364.3228645376
1476,2276099.5527357315
1170,992578.663136136
759,814264.9400357892
974,3532882.007055075
1412,1466335.2488905026
866,3081421.40177447
1345,2366102.2996180556
845,959696.0290820069
1597,3220084.576194166
96,2596491.5576259694
1521,4212650.045987588
676,1602415.5945082088
226,2863107.310646918
332,2646886.6681843773
188,1495186.8075613668
1012,2020772.83631209
275,1904398.280378829
797,1804681.3132922857
1293,2953046.583745655
1167,2480799.863574664
630,2236469.370971061
48,2219468.3660750524
1609,2295052.574669704
193,3170405.6558494153
827,2345627.228303113
101,3666992.60700866
213,3906989.7948759836
138,1658279.536999389
395,2405842.4162492673
887,2890780.648956002
965,1208058.877826577
949,4395580.998500501
1214,1839019.3765809324
1001,2734053.0101822885
819,1633931.4821298455
396,733968.9005248374
291,1050466.6139517624
703,1404087.045315304
0,2077269.8120387152
282,636921.0061707413
13,3111776.7508763685
1200,4257926.594906818
833,1962893.1692715255
327,2694785.4734902917
627,3399226.1495785527
517,2684265.034109601
1527,1528777.279803053
1159,2430435.5399137908
318,2297554.5609389287
1616,2003228.0358144776
1082,3672693.6005503754
643,2533328.0155620794
1041,3284673.6845370196
1188,1416914.584726646
649,2540096.3638246735
1060,2587484.0544596566
67,4965747.600408178
754,2077498.0737304043
1077,2615294.577884878
1253,2502179.3760511773
